SaleID,Date,CustomerID,ProductID,Quantity,UnitPrice,Discount,SalesRepID,RegionID
S06656,2023-10-15,C001,P002,5,43.5,0.1,SR03,R02
S06657,2022-10-30,C003,P002,6,95.47,0.15,SR02,R03
S06658,2023-05-19,C003,P001,2,56.19,0.1,SR01,R03
S06659,2020-05-31,C002,P004,2,16.5,0.05,SR03,R02
S06660,2022-10-25,C001,P003,4,67.24,0.05,SR01,R03
S06661,2023-05-03,C003,P004,4,80.14,0.1,SR02,R01
S06662,2023-07-30,C001,P002,5,24.45,0.0,SR02,R02
S06663,2021-04-08,C004,P003,7,50.42,0.05,SR01,R02
S06664,2023-02-10,C002,P004,1,76.89,0.1,SR03,R02
S06665,2020-09-27,C004,P001,4,11.84,0.0,SR03,R01
S06666,2023-04-01,C001,P004,9,12.61,0.0,SR01,R03
S06667,2021-04-04,C004,P003,8,70.92,0.15,SR01,R03
S06668,2020-04-14,C002,P003,3,75.26,0.1,SR03,R03
S06669,2024-09-12,C001,P003,6,86.13,0.05,SR01,R01
S06670,2024-04-28,C003,P003,9,45.96,0.15,SR02,R03
S06671,2023-07-29,C004,P004,8,45.08,0.05,SR03,R03
S06672,2024-09-06,C002,P001,7,59.71,0.0,SR03,R01
S06673,2020-06-10,C003,P001,7,78.16,0.1,SR02,R01
S06674,2020-12-16,C002,P003,1,67.69,0.0,SR01,R03
S06675,2021-03-09,C001,P001,5,39.46,0.0,SR03,R01
S06676,2022-05-01,C001,P004,7,41.19,0.0,SR03,R01
S06677,2020-05-19,C004,P001,2,78.67,0.1,SR03,R01
S06678,2024-02-03,C002,P002,6,58.12,0.15,SR01,R02
S06679,2023-03-01,C002,P001,2,18.82,0.05,SR03,R02
S06680,2020-03-27,C002,P003,3,23.77,0.0,SR01,R03
S06681,2024-09-07,C001,P001,1,86.61,0.05,SR02,R03
S06682,2020-07-01,C004,P001,3,99.89,0.05,SR01,R01
S06683,2021-01-02,C002,P001,7,40.21,0.15,SR01,R03
S06684,2020-05-08,C002,P001,5,44.8,0.1,SR02,R02
S06685,2023-06-23,C003,P002,4,23.9,0.05,SR01,R03
S06686,2024-06-12,C002,P004,8,31.21,0.15,SR02,R03
S06687,2024-05-20,C004,P003,8,48.22,0.05,SR03,R02
S06688,2021-10-31,C003,P003,1,35.6,0.0,SR02,R02
S06689,2023-11-02,C003,P001,9,73.13,0.15,SR02,R01
S06690,2020-05-28,C003,P004,9,58.41,0.1,SR03,R01
S06691,2022-09-11,C001,P001,2,84.01,0.1,SR03,R01
S06692,2022-05-01,C003,P002,2,75.21,0.0,SR01,R03
S06693,2023-12-27,C002,P004,8,21.53,0.0,SR01,R03
S06694,2021-09-19,C001,P004,6,21.11,0.05,SR01,R03
S06695,2024-10-15,C001,P004,3,90.61,0.15,SR03,R02
S06696,2024-02-01,C001,P004,2,83.76,0.15,SR03,R03
S06697,2021-03-21,C001,P001,5,52.11,0.15,SR03,R02
S06698,2024-02-13,C001,P002,8,21.73,0.15,SR01,R03
S06699,2022-06-02,C001,P004,6,90.87,0.05,SR03,R03
S06700,2020-10-20,C001,P003,3,30.76,0.15,SR03,R02
S06701,2024-11-23,C003,P003,9,13.2,0.15,SR02,R02
S06702,2023-03-12,C004,P002,8,93.18,0.1,SR02,R02
S06703,2020-09-06,C002,P003,6,82.8,0.1,SR03,R01
S06704,2022-05-27,C002,P001,1,72.41,0.05,SR01,R01
S06705,2022-08-05,C003,P001,2,13.06,0.0,SR02,R03
S06706,2022-09-01,C003,P002,4,57.56,0.1,SR03,R03
S06707,2023-08-18,C001,P004,2,68.83,0.0,SR02,R03
S06708,2022-11-14,C004,P003,3,78.34,0.05,SR02,R01
S06709,2022-02-27,C001,P003,8,52.4,0.1,SR01,R03
S06710,2022-09-10,C003,P002,9,95.8,0.1,SR03,R02
S06711,2022-06-07,C001,P002,6,32.03,0.05,SR03,R02
S06712,2022-06-08,C002,P003,4,16.28,0.15,SR01,R01
S06713,2020-03-10,C002,P004,2,39.95,0.05,SR01,R02
S06714,2021-09-16,C001,P002,7,69.56,0.0,SR01,R02
S06715,2022-05-24,C004,P001,7,76.34,0.0,SR03,R03
S06716,2023-02-09,C001,P003,9,76.46,0.15,SR02,R02
S06717,2023-10-19,C001,P002,5,19.96,0.05,SR03,R02
S06718,2023-08-19,C004,P002,4,89.66,0.05,SR03,R01
S06719,2021-04-15,C004,P002,6,35.28,0.15,SR01,R02
S06720,2020-03-31,C004,P003,2,28.89,0.05,SR01,R02
S06721,2021-06-13,C002,P001,2,65.3,0.1,SR01,R03
S06722,2021-10-22,C001,P001,9,29.07,0.05,SR03,R03
S06723,2022-01-08,C003,P003,7,55.72,0.1,SR01,R03
S06724,2021-12-26,C004,P002,7,46.63,0.05,SR01,R01
S06725,2022-05-21,C004,P003,5,30.88,0.1,SR02,R03
S06726,2024-08-13,C001,P003,7,36.29,0.0,SR02,R02
S06727,2020-07-10,C003,P002,9,48.47,0.15,SR01,R01
S06728,2024-04-24,C001,P003,5,41.15,0.0,SR02,R02
S06729,2023-06-19,C001,P004,9,44.34,0.1,SR03,R02
S06730,2020-05-17,C004,P001,1,76.19,0.15,SR02,R03
S06731,2020-12-10,C004,P004,3,25.15,0.0,SR01,R01
S06732,2023-04-18,C002,P004,7,66.49,0.0,SR03,R01
S06733,2022-10-05,C003,P004,4,71.03,0.1,SR03,R03
S06734,2024-10-01,C003,P003,2,82.19,0.05,SR02,R01
S06735,2021-05-17,C004,P002,3,86.26,0.05,SR01,R02
S06736,2020-07-21,C004,P003,7,24.28,0.1,SR01,R01
S06737,2021-07-26,C004,P001,8,22.44,0.0,SR02,R02
S06738,2020-07-10,C003,P003,9,65.33,0.05,SR02,R01
S06739,2020-01-05,C002,P003,6,78.12,0.05,SR02,R01
S06740,2023-06-14,C003,P003,9,34.51,0.0,SR01,R03
S06741,2024-09-12,C004,P003,4,57.33,0.1,SR02,R03
S06742,2020-11-06,C004,P004,5,79.5,0.1,SR02,R01
S06743,2021-07-02,C002,P002,1,79.08,0.05,SR02,R02
S06744,2020-02-25,C001,P001,9,68.84,0.1,SR01,R03
S06745,2021-03-18,C001,P001,9,17.09,0.0,SR03,R03
S06746,2023-06-14,C003,P001,9,14.56,0.1,SR01,R03
S06747,2022-05-19,C001,P003,3,44.96,0.15,SR01,R01
S06748,2023-05-05,C001,P001,8,12.4,0.1,SR03,R02
S06749,2021-08-07,C003,P004,3,91.37,0.1,SR01,R02
S06750,2024-05-13,C004,P002,6,11.81,0.1,SR03,R01
S06751,2022-01-21,C001,P003,5,12.67,0.15,SR03,R02
S06752,2024-03-17,C004,P003,8,24.88,0.0,SR03,R03
S06753,2024-01-12,C003,P004,3,66.43,0.1,SR03,R02
S06754,2020-12-25,C004,P001,1,58.74,0.05,SR01,R03
S06755,2024-09-19,C004,P003,9,69.35,0.1,SR03,R03
S06756,2022-03-29,C003,P003,9,90.42,0.15,SR02,R01
S06757,2020-01-30,C004,P004,3,50.95,0.15,SR03,R03
S06758,2024-12-07,C001,P004,2,13.95,0.05,SR03,R02
S06759,2020-04-17,C001,P001,4,78.71,0.15,SR01,R02
S06760,2022-04-23,C001,P002,8,83.08,0.15,SR02,R02
S06761,2024-06-13,C001,P002,6,14.49,0.15,SR03,R02
S06762,2021-12-17,C004,P001,1,31.86,0.0,SR02,R02
S06763,2022-06-09,C001,P002,8,79.35,0.15,SR03,R03
S06764,2022-08-17,C004,P004,5,43.85,0.1,SR01,R01
S06765,2024-01-08,C002,P004,6,52.54,0.05,SR02,R01
S06766,2022-06-11,C004,P004,5,84.09,0.1,SR02,R02
S06767,2024-01-01,C001,P002,5,18.52,0.1,SR01,R03
S06768,2022-01-01,C002,P002,3,70.96,0.05,SR01,R01
S06769,2021-08-28,C003,P003,4,29.35,0.0,SR01,R02
S06770,2021-04-01,C004,P003,5,15.64,0.0,SR01,R03
S06771,2021-09-06,C001,P003,2,69.62,0.15,SR02,R01
S06772,2024-10-24,C001,P002,6,20.93,0.0,SR01,R03
S06773,2021-11-28,C001,P003,2,77.23,0.0,SR02,R02
S06774,2024-09-15,C003,P004,4,28.24,0.15,SR03,R03
S06775,2024-02-27,C002,P002,1,14.37,0.0,SR03,R01
S06776,2021-11-04,C002,P001,4,18.94,0.0,SR01,R01
S06777,2023-06-24,C001,P002,7,85.71,0.15,SR01,R03
S06778,2021-06-26,C004,P003,8,43.39,0.1,SR02,R01
S06779,2024-05-06,C001,P002,2,37.2,0.1,SR02,R03
S06780,2022-05-06,C001,P003,3,54.21,0.05,SR03,R03
S06781,2024-05-30,C004,P003,1,66.96,0.0,SR02,R02
S06782,2022-06-15,C001,P001,7,13.34,0.15,SR01,R02
S06783,2024-01-02,C003,P001,4,90.84,0.15,SR03,R03
S06784,2020-10-04,C001,P004,8,96.26,0.0,SR03,R01
S06785,2021-07-05,C003,P003,5,47.56,0.0,SR01,R02
S06786,2024-06-24,C001,P002,9,47.14,0.15,SR02,R01
S06787,2020-04-20,C002,P001,6,89.07,0.15,SR01,R03
S06788,2021-01-19,C004,P001,2,48.64,0.15,SR02,R01
S06789,2022-01-30,C002,P003,1,87.06,0.05,SR03,R01
S06790,2023-04-29,C001,P002,1,12.55,0.1,SR01,R03
S06791,2024-02-22,C001,P001,9,54.07,0.15,SR03,R02
S06792,2021-11-24,C003,P001,1,95.72,0.1,SR03,R02
S06793,2023-12-20,C001,P002,3,32.75,0.0,SR01,R01
S06794,2021-02-08,C001,P001,2,33.95,0.1,SR03,R03
S06795,2023-09-20,C001,P002,4,66.71,0.1,SR02,R03
S06796,2023-05-17,C002,P003,1,93.36,0.1,SR01,R02
S06797,2020-01-22,C003,P001,1,27.89,0.0,SR02,R03
S06798,2021-11-08,C002,P003,4,92.95,0.1,SR02,R03
S06799,2021-09-02,C003,P002,4,69.67,0.1,SR02,R01
S06800,2023-05-16,C002,P003,7,99.37,0.05,SR01,R01
S06801,2020-01-08,C001,P003,8,76.28,0.0,SR02,R02
S06802,2021-12-02,C002,P003,8,70.1,0.1,SR01,R02
S06803,2024-09-06,C002,P004,8,83.34,0.0,SR02,R01
S06804,2024-12-13,C003,P002,9,25.76,0.15,SR01,R03
S06805,2021-06-12,C003,P002,1,95.14,0.1,SR02,R03
S06806,2021-08-24,C002,P002,9,24.9,0.0,SR03,R01
S06807,2024-08-03,C003,P002,8,12.31,0.1,SR02,R01
S06808,2021-10-18,C003,P002,1,72.81,0.1,SR03,R01
S06809,2020-06-14,C003,P001,7,26.61,0.15,SR03,R01
S06810,2022-04-28,C004,P001,9,78.29,0.05,SR02,R03
S06811,2021-05-10,C003,P001,4,81.55,0.0,SR02,R03
S06812,2021-08-12,C004,P003,9,31.3,0.1,SR03,R02
S06813,2021-03-04,C004,P003,1,17.8,0.15,SR01,R01
S06814,2022-02-12,C003,P002,9,55.07,0.15,SR02,R02
S06815,2020-06-11,C002,P004,6,90.12,0.05,SR03,R03
S06816,2020-12-31,C003,P002,4,86.26,0.05,SR01,R02
S06817,2024-03-29,C001,P001,5,20.54,0.15,SR02,R03
S06818,2023-06-16,C002,P002,7,96.83,0.15,SR01,R03
S06819,2020-03-12,C004,P003,4,33.76,0.0,SR03,R02
S06820,2024-01-08,C004,P002,8,41.45,0.0,SR02,R02
S06821,2021-10-16,C002,P001,3,23.41,0.15,SR01,R01
S06822,2024-03-12,C002,P002,2,44.0,0.15,SR02,R03
S06823,2024-12-23,C003,P003,1,67.21,0.05,SR01,R01
S06824,2020-09-25,C004,P004,6,55.55,0.0,SR01,R01
S06825,2024-11-11,C001,P001,2,84.48,0.15,SR02,R03
S06826,2021-02-18,C003,P002,8,67.72,0.0,SR02,R02
S06827,2023-06-22,C002,P003,4,33.72,0.0,SR02,R01
S06828,2022-10-12,C004,P001,9,60.17,0.15,SR03,R01
S06829,2021-11-05,C002,P001,4,15.78,0.15,SR02,R03
S06830,2022-12-19,C002,P003,4,62.27,0.1,SR01,R02
S06831,2020-01-06,C002,P002,8,45.07,0.0,SR02,R02
S06832,2024-09-28,C003,P002,8,18.86,0.0,SR03,R01
S06833,2022-09-08,C001,P002,5,37.67,0.05,SR03,R03
S06834,2021-07-23,C001,P001,3,90.83,0.05,SR02,R01
S06835,2021-02-10,C004,P004,2,62.74,0.05,SR01,R02
S06836,2023-05-25,C002,P001,9,91.29,0.0,SR03,R01
S06837,2020-01-26,C001,P002,9,46.97,0.15,SR01,R03
S06838,2022-10-25,C002,P001,5,98.1,0.15,SR03,R01
S06839,2022-09-12,C004,P004,8,42.4,0.15,SR03,R02
S06840,2024-04-04,C002,P001,7,78.11,0.0,SR01,R03
S06841,2021-01-24,C001,P003,3,37.49,0.15,SR01,R03
S06842,2021-12-10,C002,P002,5,19.54,0.05,SR03,R03
S06843,2021-07-24,C001,P002,9,84.98,0.15,SR01,R03
S06844,2024-01-11,C004,P002,4,78.63,0.15,SR02,R03
S06845,2022-01-23,C002,P001,3,83.86,0.05,SR02,R01
S06846,2020-05-25,C001,P001,7,36.97,0.1,SR03,R03
S06847,2023-11-12,C004,P001,8,73.33,0.1,SR02,R02
S06848,2022-02-23,C002,P002,5,29.79,0.1,SR03,R03
S06849,2023-06-26,C004,P001,8,11.02,0.0,SR01,R02
S06850,2021-06-09,C001,P002,5,87.98,0.0,SR01,R02
S06851,2024-01-25,C002,P001,9,57.12,0.05,SR02,R02
S06852,2020-01-13,C002,P002,7,98.53,0.1,SR01,R02
S06853,2022-06-21,C002,P003,5,44.65,0.0,SR02,R02
S06854,2021-01-18,C004,P001,9,96.12,0.15,SR03,R01
S06855,2021-07-09,C004,P002,5,65.36,0.1,SR02,R02
S06856,2022-06-05,C001,P003,8,56.1,0.1,SR02,R02
S06857,2023-11-23,C003,P003,4,37.25,0.0,SR01,R02
S06858,2020-01-19,C002,P004,9,84.27,0.1,SR01,R01
S06859,2021-07-28,C002,P001,6,84.59,0.05,SR01,R03
S06860,2024-02-23,C001,P002,6,47.52,0.05,SR02,R02
S06861,2022-01-20,C002,P004,3,75.46,0.0,SR01,R01
S06862,2022-09-30,C004,P001,3,50.25,0.1,SR03,R01
S06863,2021-02-22,C004,P003,4,76.57,0.05,SR02,R01
S06864,2023-09-22,C002,P001,1,99.48,0.1,SR02,R03
S06865,2021-02-22,C002,P002,6,33.62,0.05,SR02,R01
S06866,2024-06-23,C004,P003,1,67.06,0.05,SR03,R02
S06867,2024-08-25,C002,P004,4,44.19,0.1,SR03,R02
S06868,2020-05-01,C004,P001,7,59.35,0.0,SR01,R02
S06869,2021-03-07,C003,P001,6,88.67,0.0,SR01,R03
S06870,2020-02-13,C003,P004,8,41.28,0.0,SR02,R01
S06871,2023-09-02,C002,P001,4,16.51,0.1,SR01,R02
S06872,2021-01-15,C002,P001,9,81.9,0.1,SR03,R02
S06873,2020-05-24,C002,P001,8,59.95,0.1,SR01,R02
S06874,2023-09-12,C004,P003,5,50.45,0.0,SR01,R03
S06875,2020-12-28,C003,P003,6,26.5,0.1,SR02,R02
S06876,2022-12-09,C003,P002,5,18.36,0.0,SR03,R01
S06877,2022-12-24,C001,P001,6,35.09,0.05,SR03,R01
S06878,2020-12-20,C001,P002,1,74.7,0.0,SR03,R03
S06879,2022-03-10,C002,P003,4,47.06,0.0,SR01,R03
S06880,2023-04-02,C004,P001,9,61.32,0.15,SR03,R03
S06881,2023-03-10,C002,P002,4,17.38,0.15,SR01,R01
S06882,2022-04-05,C003,P001,2,21.09,0.0,SR02,R03
S06883,2023-02-25,C002,P001,6,11.02,0.15,SR03,R03
S06884,2021-02-01,C002,P004,2,70.6,0.1,SR02,R01
S06885,2022-05-29,C003,P002,3,33.8,0.15,SR01,R02
S06886,2021-04-07,C003,P003,7,97.02,0.15,SR03,R03
S06887,2024-11-09,C003,P002,4,37.76,0.15,SR01,R02
S06888,2022-03-18,C003,P002,1,42.73,0.0,SR03,R02
S06889,2020-07-05,C001,P002,9,52.25,0.05,SR01,R02
S06890,2024-10-09,C004,P004,6,38.72,0.05,SR01,R02
S06891,2022-01-01,C004,P001,9,83.57,0.05,SR01,R03
S06892,2023-04-28,C003,P003,3,88.86,0.05,SR02,R03
S06893,2023-11-12,C004,P004,5,10.99,0.05,SR03,R03
S06894,2021-03-04,C004,P003,9,68.92,0.05,SR01,R01
S06895,2022-05-07,C004,P004,6,71.75,0.0,SR03,R01
S06896,2023-07-31,C004,P001,2,96.53,0.1,SR01,R02
S06897,2020-08-24,C003,P003,1,43.34,0.1,SR03,R01
S06898,2023-05-02,C002,P002,9,27.58,0.05,SR01,R02
S06899,2023-08-03,C002,P004,1,56.85,0.15,SR01,R02
S06900,2022-02-09,C002,P003,5,50.28,0.15,SR02,R03
S06901,2022-01-27,C001,P001,1,81.26,0.0,SR03,R03
S06902,2020-05-15,C004,P003,5,91.36,0.05,SR02,R01
S06903,2022-03-02,C003,P004,5,17.8,0.05,SR01,R03
S06904,2024-12-11,C003,P001,7,86.19,0.15,SR02,R01
S06905,2020-06-19,C001,P002,7,91.81,0.05,SR02,R03
S06906,2020-06-07,C003,P004,1,93.17,0.05,SR02,R03
S06907,2020-07-19,C002,P004,9,78.79,0.15,SR02,R01
S06908,2024-02-19,C001,P001,1,76.79,0.1,SR03,R02
S06909,2024-04-29,C003,P004,5,11.34,0.1,SR02,R01
S06910,2022-08-19,C001,P003,7,92.82,0.0,SR01,R03
S06911,2024-12-04,C001,P002,8,41.64,0.15,SR01,R02
S06912,2021-08-05,C003,P003,2,13.7,0.0,SR02,R03
S06913,2024-03-07,C002,P001,1,47.17,0.05,SR02,R03
S06914,2022-05-25,C003,P004,4,75.96,0.15,SR02,R03
S06915,2021-01-05,C004,P002,4,49.78,0.1,SR01,R02
S06916,2020-04-12,C004,P001,6,78.22,0.05,SR02,R03
S06917,2022-09-28,C003,P003,1,55.85,0.1,SR03,R01
S06918,2023-02-22,C002,P004,1,36.95,0.1,SR02,R01
S06919,2023-08-29,C004,P004,3,28.26,0.0,SR03,R01
S06920,2022-09-02,C004,P001,5,47.9,0.15,SR02,R02
S06921,2022-03-08,C003,P003,6,13.22,0.15,SR01,R01
S06922,2024-01-21,C003,P004,5,48.03,0.15,SR01,R03
S06923,2023-06-07,C003,P003,5,16.18,0.0,SR02,R02
S06924,2021-10-19,C001,P002,9,88.93,0.1,SR03,R03
S06925,2022-05-31,C001,P004,2,61.79,0.0,SR01,R03
S06926,2023-05-05,C001,P002,1,68.14,0.15,SR01,R03
S06927,2022-01-02,C003,P004,6,36.0,0.05,SR01,R01
S06928,2021-02-26,C002,P001,9,30.32,0.15,SR02,R01
S06929,2021-07-25,C004,P004,7,73.71,0.15,SR02,R02
S06930,2024-06-21,C001,P004,8,70.44,0.1,SR02,R02
S06931,2020-06-19,C002,P003,5,21.04,0.15,SR03,R01
S06932,2023-11-06,C003,P003,4,31.48,0.15,SR02,R01
S06933,2020-06-21,C001,P002,6,95.19,0.1,SR03,R03
S06934,2021-10-24,C003,P002,3,37.38,0.15,SR02,R01
S06935,2021-03-28,C002,P002,1,12.32,0.15,SR03,R03
S06936,2020-12-15,C001,P004,4,15.74,0.1,SR03,R01
S06937,2024-07-15,C001,P004,9,79.79,0.05,SR02,R03
S06938,2021-05-08,C001,P002,4,78.14,0.1,SR03,R01
S06939,2021-09-11,C001,P001,1,44.36,0.15,SR01,R01
S06940,2022-10-24,C002,P001,4,23.79,0.0,SR01,R02
S06941,2023-01-21,C001,P004,7,54.83,0.05,SR02,R02
S06942,2022-07-07,C004,P001,3,39.87,0.1,SR01,R03
S06943,2020-01-06,C004,P001,6,43.66,0.05,SR02,R02
S06944,2020-10-14,C003,P002,1,33.49,0.05,SR03,R02
S06945,2024-06-29,C001,P001,4,15.66,0.0,SR01,R01
S06946,2023-03-15,C004,P001,3,81.2,0.0,SR03,R03
S06947,2024-12-11,C004,P004,1,65.64,0.0,SR02,R02
S06948,2023-12-18,C004,P004,3,85.12,0.15,SR02,R02
S06949,2021-08-30,C002,P004,4,55.29,0.1,SR03,R01
S06950,2021-04-01,C001,P001,5,98.65,0.15,SR02,R01
S06951,2024-10-30,C002,P002,6,96.63,0.1,SR01,R01
S06952,2023-05-10,C002,P003,2,34.46,0.15,SR02,R03
S06953,2023-05-20,C004,P004,2,44.83,0.15,SR01,R01
S06954,2022-10-26,C004,P004,6,77.74,0.0,SR02,R03
S06955,2021-09-15,C003,P004,5,79.89,0.15,SR01,R01
S06956,2021-01-10,C001,P002,1,91.96,0.0,SR02,R02
S06957,2021-03-22,C001,P003,3,68.74,0.1,SR02,R03
S06958,2022-04-14,C004,P003,5,52.76,0.0,SR03,R01
S06959,2023-02-03,C004,P004,2,43.99,0.05,SR03,R01
S06960,2024-08-01,C001,P001,1,47.73,0.05,SR01,R02
S06961,2022-03-21,C003,P004,9,86.54,0.15,SR03,R02
S06962,2023-11-25,C004,P004,5,98.2,0.05,SR03,R02
S06963,2023-01-24,C003,P001,2,14.67,0.1,SR01,R01
S06964,2023-11-12,C002,P001,4,62.22,0.15,SR03,R02
S06965,2022-08-16,C004,P004,3,56.8,0.0,SR01,R02
S06966,2024-01-15,C002,P002,7,43.85,0.15,SR01,R03
S06967,2022-04-28,C004,P002,1,86.64,0.15,SR01,R03
S06968,2022-03-19,C002,P001,4,61.82,0.05,SR01,R03
S06969,2022-09-05,C004,P004,7,38.18,0.15,SR02,R01
S06970,2021-02-19,C003,P002,5,49.97,0.1,SR02,R03
S06971,2021-12-26,C003,P004,4,42.11,0.15,SR01,R01
S06972,2024-03-07,C003,P004,4,48.71,0.0,SR03,R02
S06973,2021-03-29,C002,P004,2,16.41,0.0,SR01,R01
S06974,2023-08-07,C003,P002,8,20.07,0.05,SR01,R01
S06975,2024-04-06,C002,P003,4,66.13,0.15,SR03,R02
S06976,2023-05-01,C004,P004,2,71.57,0.0,SR01,R03
S06977,2020-05-29,C002,P002,9,67.3,0.15,SR02,R03
S06978,2022-01-28,C004,P003,7,78.68,0.15,SR01,R03
S06979,2022-02-17,C001,P001,3,94.92,0.0,SR02,R02
S06980,2022-08-30,C001,P002,7,87.46,0.15,SR03,R01
S06981,2022-02-01,C001,P003,1,47.67,0.05,SR03,R02
S06982,2022-09-28,C002,P002,1,29.58,0.05,SR03,R02
S06983,2024-03-18,C001,P003,4,38.07,0.0,SR02,R02
S06984,2023-11-17,C001,P003,4,62.9,0.1,SR01,R02
S06985,2023-09-01,C001,P002,4,87.06,0.1,SR03,R01
S06986,2020-03-16,C004,P001,9,73.16,0.15,SR03,R03
S06987,2021-08-21,C003,P004,6,58.87,0.05,SR03,R03
S06988,2023-07-17,C002,P003,3,64.17,0.0,SR01,R02
S06989,2020-08-12,C001,P004,6,57.54,0.05,SR01,R01
S06990,2024-04-02,C004,P001,2,97.45,0.1,SR02,R02
S06991,2020-04-22,C003,P004,2,83.45,0.1,SR02,R01
S06992,2020-09-07,C003,P004,7,80.31,0.15,SR01,R02
S06993,2023-06-10,C003,P002,3,56.56,0.0,SR01,R03
S06994,2022-04-20,C004,P002,7,39.86,0.15,SR03,R03
S06995,2024-12-19,C001,P001,3,11.76,0.05,SR03,R02
S06996,2021-12-14,C003,P002,2,13.91,0.05,SR02,R03
S06997,2023-01-11,C004,P003,4,12.72,0.1,SR03,R02
S06998,2020-05-04,C004,P001,4,98.24,0.15,SR01,R01
S06999,2023-04-13,C002,P002,3,20.3,0.05,SR01,R01
S07000,2022-12-28,C004,P002,9,22.79,0.05,SR02,R01
S07001,2022-12-06,C003,P001,6,53.57,0.05,SR01,R01
S07002,2022-06-02,C003,P003,5,53.33,0.0,SR02,R02
S07003,2023-07-03,C004,P001,6,92.8,0.1,SR03,R03
S07004,2024-10-16,C003,P002,8,16.62,0.15,SR02,R01
S07005,2020-01-30,C004,P002,5,96.15,0.05,SR01,R03
S07006,2020-10-07,C003,P001,4,29.48,0.0,SR03,R02
S07007,2022-07-12,C002,P003,7,97.31,0.05,SR01,R03
S07008,2023-06-14,C001,P003,5,58.72,0.05,SR01,R03
S07009,2023-06-25,C002,P004,4,68.68,0.1,SR03,R03
S07010,2021-01-02,C002,P003,5,38.42,0.0,SR01,R02
S07011,2021-05-09,C001,P001,4,65.06,0.05,SR01,R02
S07012,2022-11-14,C003,P003,8,73.97,0.1,SR03,R02
S07013,2024-05-28,C001,P003,8,10.93,0.0,SR01,R03
S07014,2021-12-18,C004,P004,1,13.08,0.05,SR02,R01
S07015,2024-02-22,C001,P003,3,98.78,0.15,SR01,R01
S07016,2022-10-13,C002,P004,4,51.18,0.1,SR01,R03
S07017,2024-02-26,C001,P004,2,94.22,0.05,SR03,R01
S07018,2023-08-30,C003,P003,5,75.69,0.05,SR02,R01
S07019,2021-08-28,C002,P002,8,43.57,0.0,SR01,R03
S07020,2021-01-09,C004,P001,2,23.58,0.15,SR03,R02
S07021,2021-09-30,C003,P001,9,98.03,0.1,SR01,R01
S07022,2022-11-14,C002,P003,7,62.6,0.0,SR01,R02
S07023,2023-09-19,C004,P001,6,27.31,0.05,SR01,R01
S07024,2023-10-10,C003,P001,8,71.35,0.1,SR02,R03
S07025,2020-04-25,C004,P004,2,18.28,0.05,SR03,R03
S07026,2020-02-17,C001,P002,5,88.12,0.05,SR02,R02
S07027,2024-10-27,C001,P001,4,18.11,0.15,SR01,R02
S07028,2024-12-06,C004,P002,8,31.26,0.05,SR02,R02
S07029,2020-04-08,C001,P001,1,18.23,0.1,SR01,R02
S07030,2024-01-22,C004,P002,3,19.34,0.05,SR02,R03
S07031,2024-03-26,C003,P002,8,57.15,0.1,SR03,R03
S07032,2024-06-08,C002,P001,5,71.83,0.15,SR02,R03
S07033,2021-02-08,C004,P004,4,80.96,0.05,SR03,R02
S07034,2023-05-22,C002,P002,6,72.55,0.0,SR01,R03
S07035,2021-11-15,C002,P002,5,42.71,0.1,SR03,R03
S07036,2022-06-21,C004,P001,3,60.16,0.05,SR01,R01
S07037,2021-05-17,C001,P002,5,93.49,0.0,SR02,R01
S07038,2024-10-10,C003,P002,4,44.88,0.1,SR02,R01
S07039,2024-01-11,C002,P004,1,32.72,0.0,SR03,R02
S07040,2022-06-12,C003,P002,1,56.74,0.05,SR02,R02
S07041,2024-05-18,C002,P004,7,36.76,0.15,SR02,R03
S07042,2020-09-14,C004,P002,4,33.56,0.15,SR01,R03
S07043,2022-04-23,C001,P002,1,80.09,0.0,SR02,R02
S07044,2020-04-30,C003,P004,6,90.18,0.05,SR01,R01
S07045,2022-03-20,C002,P004,1,55.21,0.05,SR03,R03
S07046,2022-09-04,C004,P003,8,80.18,0.1,SR02,R01
S07047,2020-02-23,C004,P002,9,26.84,0.05,SR03,R03
S07048,2022-10-15,C002,P004,3,59.29,0.15,SR02,R01
S07049,2023-09-16,C002,P002,7,67.26,0.05,SR03,R03
S07050,2022-02-22,C002,P002,5,54.16,0.1,SR03,R01
S07051,2020-08-28,C001,P002,3,20.52,0.1,SR01,R01
S07052,2024-11-13,C002,P001,5,76.07,0.05,SR02,R02
S07053,2024-04-02,C002,P003,7,85.52,0.05,SR03,R03
S07054,2021-04-27,C001,P001,7,67.17,0.1,SR01,R01
S07055,2022-10-09,C004,P003,9,25.22,0.1,SR03,R02
S07056,2020-07-05,C002,P002,8,16.71,0.0,SR03,R03
S07057,2021-10-17,C003,P002,4,37.14,0.15,SR03,R02
S07058,2020-09-18,C004,P004,5,13.33,0.15,SR02,R01
S07059,2022-08-10,C003,P003,5,85.53,0.0,SR02,R03
S07060,2023-10-19,C002,P003,2,73.28,0.0,SR03,R01
S07061,2021-05-05,C001,P001,7,60.73,0.15,SR03,R01
S07062,2021-03-06,C001,P003,7,90.07,0.1,SR03,R02
S07063,2020-08-26,C001,P002,9,19.91,0.15,SR02,R01
S07064,2020-10-30,C002,P004,9,74.3,0.1,SR03,R03
S07065,2020-10-24,C002,P001,4,23.2,0.15,SR03,R02
